0,-0.47172
1E-4,7.3016
2E-4,9.6972
3E-4,9.7029
4E-4,14.627
5E-4,17.763
6E-4,14.689
7E-4,15.221
8E-4,17.724
9E-4,20.554
1E-3,18.547
0.0011,17.426
0.0012,21.699
0.0013,21.828
0.0014,18.559
0.0015,20.9
0.0016,21.794
0.0017,21.444
0.0018,19.295
0.0019,18.03
0.002,18.869
0.0021,16.319
0.0022,16.329
0.0023,16.959
0.0024,11.795
0.0025,14.408
0.0026,14.933
0.0027,6.9937
0.0028,10.599
0.0029,13.272
0.003,6.5497
0.0031,4.7826
0.0032,7.2309
0.0033,4.0402
0.0034,3.7214
0.0035,2.3552
0.0036,0.36447
0.0037,6.5375
0.0038,1.6466
0.0039,-1.9926
0.004,4.1755
0.0041,1.0889
0.0042,-4.4229
0.0043,0.46529
0.0044,-2.6294
0.0045,-5.5381
0.0046,-1.4573
0.0047,-3.8934
0.0048,-5.6655
0.0049,-3.0587
0.005,-4.8588
0.0051,-6.4601
0.0052,-4.5934
0.0053,-5.5133
0.0054,-6.1067
0.0055,-6.4013
0.0056,-7.7457
0.0057,-4.6373
0.0058,-5.5265
0.0059,-9.6832
0.006,-5.4121
0.0061,-4.478
0.0062,-8.7993
0.0063,-9.0454
0.0064,-5.9454
0.0065,-5.3956
0.0066,-8.2964
0.0067,-8.8297
0.0068,-3.662
0.0069,-5.1327
0.007,-10.035
0.0071,-4.7236
0.0072,-3.0726
0.0073,-6.4165
0.0074,-5.1603
0.0075,-3.773
0.0076,-3.9246
0.0077,-3.1603
0.0078,-5.1363
0.0079,-4.9879
0.008,-1.2348
0.0081,-4.5948
0.0082,-5.4697
0.0083,0.99594
0.0084,-2.7075
0.0085,-3.8556
0.0086,2.1425
0.0087,-3.1721
0.0088,-2.0492
0.0089,3.3215
0.009,-2.82
0.0091,-1.2493
0.0092,2.6745
0.0093,-0.83831
0.0094,-0.45125
0.0095,0.37195
0.0096,-2.4408
0.0097,-0.82235
0.0098,0.54532
0.0099,-1.321
0.01,5.2231
0.0101,3.8467
0.0102,-2.4914
0.0103,3.2298
0.0104,4.0222
0.0105,-1.8166
0.0106,0.45024
0.0107,3.1095
0.0108,1.5978
0.0109,0.35672
0.011,0.83895
0.0111,2.5803
0.0112,1.393
0.0113,-0.77466
0.0114,1.8141
0.0115,1.0957
0.0116,-0.11182
0.0117,1.833
0.0118,-0.50226
0.0119,1.4457
0.012,2.1453
0.0121,0.88968
0.0122,2.5024
0.0123,2.9786
0.0124,1.3576
0.0125,2.0807
0.0126,0.46407
0.0127,-1.4421
0.0128,3.7145
0.0129,1.6504
0.013,-3.4679
0.0131,3.7801
0.0132,2.9662
0.0133,-4.7295
0.0134,1.8798
0.0135,2.7658
0.0136,-1.0644
0.0137,0.99223
0.0138,-0.69046
0.0139,0.62583
0.014,1.754
0.0141,-3.6962
0.0142,-1.1734
0.0143,4.5574
0.0144,-1.9024
0.0145,-3.2397
0.0146,1.8623
0.0147,-1.5592
0.0148,-3.4444
0.0149,0.94029
0.015,-1.8058
0.0151,-1.099
0.0152,-0.21459
0.0153,-2.4885
0.0154,-0.83364
0.0155,0.34409
0.0156,-1.686
0.0157,-0.6272
0.0158,-0.9181
0.0159,-0.55239
0.016,0.38715
0.0161,-2.2882
0.0162,-1.7318
0.0163,1.4096
0.0164,-0.55174
0.0165,-2.2567
0.0166,-0.79313
0.0167,1.6272
0.0168,-1.1592
0.0169,-3.425
0.017,0.10326
0.0171,3.1142
0.0172,-3.5358
0.0173,-2.4786
0.0174,3.7007
0.0175,-1.2183
0.0176,-4.5905
0.0177,-0.13284
0.0178,-0.77159
0.0179,-0.56075
0.018,-1.7804
0.0181,-3.1807
0.0182,1.8682
0.0183,-0.11405
0.0184,-3.9442
0.0185,1.3623
0.0186,1.6324
0.0187,-2.3613
0.0188,1.211
0.0189,1.0189
0.019,-2.2916
0.0191,2.304
0.0192,1.6117
0.0193,-3.4774
0.0194,2.0092
0.0195,1.87
0.0196,-3.8881
0.0197,0.55102
0.0198,1.3598
0.0199,-0.65649
0.02,0.34698
0.0201,-1.3036
0.0202,0.80966
0.0203,2.3771
0.0204,-3.709
0.0205,-0.71341
0.0206,3.518
0.0207,-0.96811
0.0208,-3.5137
0.0209,1.3021
0.021,1.2916
0.0211,-1.625
0.0212,-0.79231
0.0213,1.0553
0.0214,0.77885
0.0215,-1.9466
0.0216,-0.97425
0.0217,0.6017
0.0218,-0.80208
0.0219,-0.78531
0.022,-0.06823
0.0221,-1.7401
0.0222,0.58553
0.0223,1.1001
0.0224,-1.7876
0.0225,0.38841
0.0226,0.35624
0.0227,0.01005
0.0228,1.375
0.0229,-1.5387
0.023,0.89649
0.0231,2.599
0.0232,-3.4239
0.0233,-1.3125
0.0234,4.5675
0.0235,-2.0068
0.0236,-2.693
0.0237,3.7202
0.0238,0.04224
0.0239,-3.2729
0.024,1.2881
0.0241,-0.00457
0.0242,0.99954
0.0243,0.3816
0.0244,-3.1706
0.0245,2.1762
0.0246,1.5572
0.0247,-4.3884
0.0248,0.96362
0.0249,2.2638
0.025,-2.9161
0.0251,0.00599
0.0252,0.87791
0.0253,-1.9144
0.0254,0.38845
0.0255,0.41469
0.0256,-3.0597
0.0257,-0.46021
